"SEQ_ID","REF_TITLE","country","db_xref","host","mol_type","note","organism","specimen_voucher","collected_by","collection_date","identified_by","isolate","isolation_source","culture_collection","strain","clone","environmental_sample","lat_lon","tissue_type","altitude","variety"
"FJ848854","ITS and ISSR analysis of Annulohypoxylon spp. paired during Tremella cultivation","China: Shizi Mountain of Chengdu City, Sichuan Province","taxon:326628","","genomic DNA","","Annulohypoxylon stygium","","Wen-Ting Wen","30-Jun-2008","","XH5","","","","","","","","",""
"FJ848855","ITS and ISSR analysis of Annulohypoxylon spp. paired during Tremella cultivation","China: Shizi Mountain of Chengdu City, Sichuan Province","taxon:326628","","genomic DNA","","Annulohypoxylon stygium","","Wen-Ting Wen","30-Jun-2008","","XH6","","","","","","","","",""
"FJ848856","ITS and ISSR analysis of Annulohypoxylon spp. paired during Tremella cultivation","China: Shizi Mountain of Chengdu City, Sichuan Province","taxon:326628","","genomic DNA","","Annulohypoxylon stygium","","Wen-Ting Wen","30-Jun-2008","","XH7","","","","","","","","",""
"FJ848857","ITS and ISSR analysis of Annulohypoxylon spp. paired during Tremella cultivation","China: Shizi Mountain of Chengdu City, Sichuan Province","taxon:326628","","genomic DNA","","Annulohypoxylon stygium","","Wen-Ting Wen","30-Jun-2008","","XH8","","","","","","","","",""
"FJ848858","ITS and ISSR analysis of Annulohypoxylon spp. paired during Tremella cultivation","China: Shizi Mountain of Chengdu City, Sichuan Province","taxon:326628","","genomic DNA","","Annulohypoxylon stygium","","Wen-Ting Wen","30-Jun-2008","","XH9","","","","","","","","",""
"FJ848859","ITS and ISSR analysis of Annulohypoxylon spp. paired during Tremella cultivation","China: Shizi Mountain of Chengdu City, Sichuan Province","taxon:326628","","genomic DNA","","Annulohypoxylon stygium","","Wen-Ting Wen","30-Jun-2008","","XH10","","","","","","","","",""
"FJ848860","ITS and ISSR analysis of Annulohypoxylon spp. paired during Tremella cultivation","China: Shizi Mountain of Chengdu City, Sichuan Province","taxon:326628","","genomic DNA","","Annulohypoxylon stygium","","Wen-Ting Wen","30-Jun-2008","","XH11","","","","","","","","",""
"FJ848861","ITS and ISSR analysis of Annulohypoxylon spp. paired during Tremella cultivation","China: Shizi Mountain of Chengdu City, Sichuan Province","taxon:326628","","genomic DNA","","Annulohypoxylon stygium","","Wen-Ting Wen","30-Jun-2008","","XH12","","","","","","","","",""
"FJ848862","ITS and ISSR analysis of Annulohypoxylon spp. paired during Tremella cultivation","China: Shizi Mountain of Chengdu City, Sichuan Province","taxon:326628","","genomic DNA","","Annulohypoxylon stygium","","Wen-Ting Wen","30-Jun-2008","","XH13","","","","","","","","",""
"FJ848863","ITS and ISSR analysis of Annulohypoxylon spp. paired during Tremella cultivation","China: Shizi Mountain of Chengdu City, Sichuan Province","taxon:326628","","genomic DNA","","Annulohypoxylon stygium","","Wen-Ting Wen","30-Jun-2008","","XH14","","","","","","","","",""
"FJ848864","ITS and ISSR analysis of Annulohypoxylon spp. paired during Tremella cultivation","China: Shizi Mountain of Chengdu City, Sichuan Province","taxon:326628","","genomic DNA","","Annulohypoxylon stygium","","Wen-Ting Wen","30-Jun-2008","","XH15","","","","","","","","",""
"FJ848865","ITS and ISSR analysis of Annulohypoxylon spp. paired during Tremella cultivation","China: Shizi Mountain of Chengdu City, Sichuan Province","taxon:326628","","genomic DNA","","Annulohypoxylon stygium","","Wen-Ting Wen","30-Jun-2008","","XH16","","","","","","","","",""
"GQ851880","Global atmospheric diversity of fungi: Ascomycota and Basidiomycota in continental and marine air","","taxon:175245","","genomic DNA","","uncultured fungus","","","","","","air filter sample","","","L042884-122-064-E05","_no_value","","","",""
"GQ851881","Global atmospheric diversity of fungi: Ascomycota and Basidiomycota in continental and marine air","","taxon:175245","","genomic DNA","","uncultured fungus","","","","","","air filter sample","","","L042884-122-064-G01","_no_value","","","",""
"HE584901","Dark pigmented epifoliar fungi forming sooty patches on trees in a tropical rainwood forest","","taxon:1087386","","genomic DNA","","Hypoxylon sp. FF-2011","","","","","agrFF0157","","","","","","","","",""
"HQ008900","Comparison of Endophytes Isolated from Rainforest Plants","Ecuador","taxon:326628","Macrocarpaea sodiroana (Gentianaceae)","genomic DNA","endophytic fungus","Annulohypoxylon stygium","","Shana A. Berwick","17-Mar-2010","","E6826d","","","","","","0.0275 S 78.761 W","","",""
"HQ108004","Comparison of Endophytes Isolated from Rainforest Plants","Ecuador","taxon:326628","Miconia schunkei","genomic DNA","endophytic fungus","Annulohypoxylon stygium","","Carolina E. Portero","10-Mar-2010","Carolina E. Portero","E8602c","","","","","","0.4934 S 76.4574 W","","",""
"JF689828","Fungus-growing Allomerus ants are associated with antibiotic-producing actinobacteria","French Guiana","taxon:1064522","","genomic DNA","","Annulohypoxylon sp. FGTR12","","","","","","Allomerus sp. domatia","","FGTR12","","","","","",""
"JN628115","Saprotrophic fungi in a mid-subtrophic evergreen broad-leaved forest of China","China","taxon:326628","","genomic DNA","","Annulohypoxylon stygium","","","","","Z66","leaf litters in a mid-subtrophic evergreen broad-leaved forest","","","","","","","",""
"JQ649359","Phylogenetic diversity of culturable sponge-associated fungi collected in highly biodiverse areas in the Republic of Panama","Panama","taxon:326628","","genomic DNA","","Annulohypoxylon stygium","C30402EM1CC727","C. Caballero","03-Dec-2009","","","marine sponge","","","","","7.22 N 81.80 W","","",""
"JQ649360","Phylogenetic diversity of culturable sponge-associated fungi collected in highly biodiverse areas in the Republic of Panama","Panama","taxon:326628","","genomic DNA","","Annulohypoxylon stygium","B1a0352bEM2CC875","C. Caballero","03-Feb-2009","","","marine sponge","","","","","9.342 N 82.27 W","","",""
"JQ747655","Interannual variation and host affiliations of endophytic fungi associated with ferns at La Selva, Costa Rica","Costa Rica: Heredia La Selva Biological Station 35 m.a.s.l.","taxon:1312564","Oleandra articulata","genomic DNA","","fungal sp. F108","Robert L. Gilbertson Mycological Herbarium ARIZ","M. Del Olmo-Ruiz","Jul-2007","","","asymptomatic surface-sterilized fern blade","","F108","","","10.26 N 83.59 W","","",""
"JQ747661","Interannual variation and host affiliations of endophytic fungi associated with ferns at La Selva, Costa Rica","Costa Rica: Heredia La Selva Biological Station 35 m.a.s.l.","taxon:1312570","Phlebodium pseudoaureum","genomic DNA","","fungal sp. F151","Robert L. Gilbertson Mycological Herbarium ARIZ","M. Del Olmo-Ruiz","Jul-2007","","","asymptomatic surface-sterilized fern stalk","","F151","","","10.26 N 83.59 W","","",""
"JQ905646","Sampling effect in estimating tropical fungal endophyte diversity: Are we undersampling?","","taxon:1197483","Hevea brasiliensis","genomic DNA","","Ascomycota sp. MS35","","Romina Gazis","","","","sapwood","","MS35","","","","","",""
"JQ936093","Diversity of endophytic fungi in two soybean cultivars using two different methods for isolation","","taxon:326628","soybean (M-Soy 6101)","genomic DNA","","Annulohypoxylon stygium","","","Apr-2010","","","leaves","","M45","","","","","",""
"JX155903","Amazonian forests are a reservoir of natural enemies against plant diseases: A comparison of endosymbiotic fungi associated with rubber trees (Hevea spp.) growing in the wild and in plantations","","taxon:410823","Hevea sp.","genomic DNA","","fungal endophyte","","Romina Gazis","","","","","","MS453","","","","","",""
"JX174123","Amazonian forests are a reservoir of natural enemies against plant diseases: A comparison of endosymbiotic fungi associated with rubber trees (Hevea spp.) growing in the wild and in plantations","","taxon:1230279","Hevea brasiliensis","genomic DNA","","Sordariomycetes sp. TC141","","Romina Gazis","","","","","","TC141","","","","","",""
"JX455754","The Paleobiosphere: a novel device for the in vivo testing of hydrocarbon producing-utilizing microorganisms","","taxon:1239061","","genomic DNA","","Annulohypoxylon sp. D-6","","","","","D-6","","","","","","","","",""
"JX997755","Leaf endophyte load influences fungal garden development in leaf-cutting ants","Panama: Gamboa","taxon:326628","Cucumis sativus","genomic DNA","","Annulohypoxylon stygium","","","","","","healthy leaf","","F1398","","","","","",""
"KC147571","A study on the diversity of endophytes and epiphytes from tobacco leaf","China: north-western China, Yunnan province, Wenshan","taxon:1256951","tobacco","genomic DNA","","Annulohypoxylon sp. WS4","","","","","","fresh leaf","","WS4","","","","","",""
"KC178661","A study on the diversity of endophyted and epiphytes from tobacco leaf","China: Yunnan province, north-western","taxon:1296188","","genomic DNA","","Xylariaceae sp. SL1","","","","","","tobacco leaf","","SL1","","","","","",""
"KC178664","A study on the diversity of endophyted and epiphytes from tobacco leaf","China: Yunnan province, north-western","taxon:1296178","","genomic DNA","","Hypoxylon sp. SL5","","","","","","tobacco leaf","","SL5","","","","","",""
"KC311843","The capability of endophytic fungi for production of hemicellulases and related enzymes","","taxon:326628","","genomic DNA","","Annulohypoxylon stygium","","","","","","","","DR47","","","","","",""
"KC506330","Brazilian mangroves sediments provide a rich environment for exploring fungal biodiversity","","taxon:1285386","","genomic DNA","","fungal sp. AM2013","","","","","","mangrove sediment","","182_Rb","","","","","",""
"KC771510","The collection of endophytes of the Pontificia Universidad Catolica del Ecuador (CE-QCA): a contribution to the knowledge of Ecuadorian biodiversity and to the research for the development of bioproducts","Ecuador","taxon:326628","Guarea kunthiana A. Juss.","genomic DNA","","Annulohypoxylon stygium","CEQCA-O1091","E.A. Orellana, C.E. Portero","14-Jul-2011","","cp056b","","","","","","0.6708 S 76.3956 W","","",""
"KC775743","First report of pleoanamorphy in Gyrothrix verticiclada (Goid.) S. Hughes & Piroz. with an Idriella-like synanamorph","","taxon:1446835","","genomic DNA","","Gyrothrix circinata","","","","","","","","MUCL 40929","","","","","",""
"KC775748","First report of pleoanamorphy in Gyrothrix verticiclada (Goid.) S. Hughes & Piroz. with an Idriella-like synanamorph","","taxon:1446839","","genomic DNA","","Gyrothrix verticiclada","","","","","","","","MUCL 40992","","","","","",""
"KC968940","New Hypoxylon species from Martinique and new evidence on the molecular phylogeny of Hypoxylon based on ITS rDNA and beta-tubulin data","","taxon:326628","","genomic DNA","","Annulohypoxylon stygium","","","","","STMA12144","","MUCL:54600","","","","","","",""
"KF435261","Bioactivity of fungal endophytes as a function of endophyte taxonomy and the taxonomy and distribution of their host plants","","taxon:410823","Aspidosperma spruceanum","genomic DNA","collected under permit, Coiba National Park","fungal endophyte","","Sarah Higginbotham, Liliana Iturrado, Indira Martinez","","","","asymptomatic, surface-sterilized leaf","STRI:ICBG-Panama:TK1784","","","","","","",""
"KF435463","Bioactivity of fungal endophytes as a function of endophyte taxonomy and the taxonomy and distribution of their host plants","","taxon:410823","Desmotes incomparabilis","genomic DNA","collected under permit, Coiba National Park","fungal endophyte","","Sarah Higginbotham, Liliana Iturrado, Indira Martinez","","","","asymptomatic, surface-sterilized leaf","STRI:ICBG-Panama:TK1809","","","","","","",""
"KF435476","Bioactivity of fungal endophytes as a function of endophyte taxonomy and the taxonomy and distribution of their host plants","","taxon:410823","Drymonia macrophylla","genomic DNA","collected under permit, Altos de Campana National Park","fungal endophyte","","Sarah Higginbotham, Liliana Iturrado, Indira Martinez","","","","asymptomatic, surface-sterilized leaf","STRI:ICBG-Panama:TK587","","","","","","",""
"KF435692","Bioactivity of fungal endophytes as a function of endophyte taxonomy and the taxonomy and distribution of their host plants","","taxon:410823","Marila laxiflora","genomic DNA","collected under permit, Coiba National Park","fungal endophyte","","Sarah Higginbotham, Liliana Iturrado, Indira Martinez","","","","asymptomatic, surface-sterilized leaf","STRI:ICBG-Panama:TK538","","","","","","",""
"KF435751","Bioactivity of fungal endophytes as a function of endophyte taxonomy and the taxonomy and distribution of their host plants","","taxon:410823","Mora oleifera","genomic DNA","collected under permit, Remedios","fungal endophyte","","Sarah Higginbotham, Liliana Iturrado, Indira Martinez","","","","asymptomatic, surface-sterilized leaf","STRI:ICBG-Panama:TK316","","","","","","",""
"KF435944","Bioactivity of fungal endophytes as a function of endophyte taxonomy and the taxonomy and distribution of their host plants","","taxon:410823","Psychotria sp.","genomic DNA","collected under permit, Coiba National Park","fungal endophyte","","Sarah Higginbotham, Liliana Iturrado, Indira Martinez","","","","asymptomatic, surface-sterilized leaf","STRI:ICBG-Panama:TK1586","","","","","","",""
"KF435945","Bioactivity of fungal endophytes as a function of endophyte taxonomy and the taxonomy and distribution of their host plants","","taxon:410823","Psychotria sp.","genomic DNA","collected under permit, Coiba National Park","fungal endophyte","","Sarah Higginbotham, Liliana Iturrado, Indira Martinez","","","","asymptomatic, surface-sterilized leaf","STRI:ICBG-Panama:TK1592","","","","","","",""
"KF436013","Bioactivity of fungal endophytes as a function of endophyte taxonomy and the taxonomy and distribution of their host plants","Panama","taxon:410823","Rourea glabra","genomic DNA","collected under permit, Barro Colorado Natural Monument","fungal endophyte","","Sarah Higginbotham, Liliana Iturrado, Indira Martinez","","","","asymptomatic, surface-sterilized leaf","STRI:ICBG-Panama:TK1337","","","","","","",""
"KF436152","Bioactivity of fungal endophytes as a function of endophyte taxonomy and the taxonomy and distribution of their host plants","","taxon:410823","Strychnos sp.","genomic DNA","collected under permit, Soberania National Park","fungal endophyte","","Sarah Higginbotham, Liliana Iturrado, Indira Martinez","","","","asymptomatic, surface-sterilized leaf","STRI:ICBG-Panama:TK631","","","","","","",""
"KF436371","Bioactivity of fungal endophytes as a function of endophyte taxonomy and the taxonomy and distribution of their host plants","","taxon:410823","tropical woody plant","genomic DNA","collected under permit, forested site in Panama","fungal endophyte","","Sarah Higginbotham, Liliana Iturrado, Indira Martinez","","","","asymptomatic, surface-sterilized leaf","STRI:ICBG-Panama:TK778","","","","","","",""
"KF466900","Isolation of Endophytes Isolated from Rainforest Plants","Ecuador","taxon:1420291","Costus laevis Ruiz & Par.","genomic DNA","","fungal sp. E13415F","","Connie M. Lu","16-Mar-2013","","E13415F","","","","","","0.6736 S 76.4010 W","","",""
"KF466998","Isolation of Endophytes Isolated from Rainforest Plants","Ecuador","taxon:1420367","Psychotria remota","genomic DNA","","fungal sp. E13112c","","Claire A Donnelley","16-Mar-2013","","E13112c","","","","","","0.6748 S 76.3986 W","","",""
"KF612313","The identification of a wild Xianghui strain, the cohabitant fungus of Tremella fuciformis","China","taxon:326628","","genomic DNA","","Annulohypoxylon stygium","","Q.Wang","13-Jul-2012","","RS15","wood","","","","","","","",""
"KF612314","The identification of a wild Xianghui strain, the cohabitant fungus of Tremella fuciformis","China","taxon:326628","","genomic DNA","","Annulohypoxylon stygium","","","","","RSG03","cultivated strain","","","","","","","",""
"KJ412994","Identification of a fungal 1,8-cineole synthase with common specificity determinants to the plant synthases","","taxon:1488200","","genomic DNA","","Annulohypoxylon sp. YU.101018","YU.101018","","","","E13732D","","","","","","","","",""
"EU678665","Diverse Non-mycorrhizal Fungal Endophytes Inhabiting an Epiphytic, Medicinal Orchid (Dendrobium nobile): Estimation and Characterization","","taxon:528989","","genomic DNA","PCR_primers=fwd_name: ITS1, rev_name: ITS4","Xylaria sp. R3","","","","","","","","R3","","","","","",""
"FJ527870","The biodiversity of endophytic fungi on Dendrobium plants","","taxon:659239","","genomic DNA","PCR_primers=fwd_name: ITS1, rev_name: ITS4","Xylaria sp. 3427","","","","","","","","3427","","","","","",""
"KF564637","Molecular characterization of bioactive endophytic fungi from Ficus pumila Linn","","taxon:1427525","","genomic DNA","","Xylaria sp. FPL-25(M)","","","","","FPL-25(M)","","","","","","","","",""
"KJ572202","Isolation and Identification of Endophytic Fungi in Adlay (Coix lachryma-jobi L. var. ma-yuen Stapf)","","taxon:743302","","genomic DNA","","Xylaria venustula","","","","","YN31","","","","","","","","",""
"AB449093","Phylogenetic Analysis of Xylariaceae","","taxon:553069","","genomic DNA","","Rosellinia sp. TI070907","","","","","","","","TI070907","","","","","",""
"AB741593","Comparison of diversity and assemblage of Xylariaceous endophytes between subtropical and temperate forests in Japan","Japan:Okinawa, Yanbaru","taxon:1219227","Diospyros ferrea var. buxifolia","genomic DNA","","Xylariaceae sp. 4Y-Df7-1","personal:Osono,T.:4Y-Df7-1","","27-Apr-2010","","","living leaf","","","","","26.73 N 128.22 E","","",""
"DQ223747","Phylogenetic relationships of Hypoxylon species from Thailand inferred from the internal transcribed spacer regions of ribosomal RNA genes","Thailand","taxon:326669","","genomic DNA","","Hypoxylon monticulosum","","","","","SUT042","","","","","","","","",""
"DQ223748","Phylogenetic relationships of Hypoxylon species from Thailand inferred from the internal transcribed spacer regions of ribosomal RNA genes","Thailand","taxon:326669","","genomic DNA","","Hypoxylon monticulosum","","","","","SUT080","","","","","","","","",""
"DQ223749","Phylogenetic relationships of Hypoxylon species from Thailand inferred from the internal transcribed spacer regions of ribosomal RNA genes","Thailand","taxon:326669","","genomic DNA","","Hypoxylon monticulosum","","","","","SUT116","","","","","","","","",""
"DQ322142","New species and ITS sequence heterogeneity of Xylaria species from Thailand","","taxon:363997","","genomic DNA","","Xylaria sp. ST2027","","","","","ST2027","","","","","","","","",""
"DQ631938","Phylogenetic relationships of Nemania plumbea sp. nov. and related taxa based on ribosomal ITS and RPB2 sequences","Thailand: Chiang Mai Province, Bahn Pha Deng, Mushroom Research Centre","taxon:326669","","genomic DNA","","Hypoxylon monticulosum","CM-AT-04","Jacques Fournier","01-Jun-2005","","","","","","","","","","",""
"EU365344","Nodulisporium sp. CRI258, a marine-derived fungus","","taxon:508864","","genomic DNA","","Nodulisporium sp. CRI258","","","","","CRI258","","","","","","","","",""
"EU443836","Taxonomically identification of Termitomyces heimii by using Internal Transcribed Spacer region 1 and 2 (ITS1/2) of the rDNA","","taxon:71929","","genomic DNA","","Termitomyces heimii","","","","","","","","TH01","","","","","",""
"EU686908","Culturing and direct PCR suggest prevalent host generalism among diverse fungal endophytes of tropical forest grasses","","taxon:410823","Ichnanthus pallens","genomic DNA","","fungal endophyte","","K.L. Higgins","","","1595","asymptomatic photosynthetic tissue","","","","","","","",""
"FJ612869","Diversity and evolutionary origins of fungi associated with seeds of a neotropical pioneer tree: a case study for analysing fungal environmental samples","Panama: Barro Colorado Island","taxon:595164","Cecropia insignis","genomic DNA","","fungal sp. ARIZ L650","ARIZ:L650","","","","","a surface-sterilized, ungerminated, and asymptomatic seed of the neotropical pioneer tree following seed incubation in forest soil","","","","","","","",""
"FJ612870","Diversity and evolutionary origins of fungi associated with seeds of a neotropical pioneer tree: a case study for analysing fungal environmental samples","Panama: Barro Colorado Island","taxon:595165","Cecropia insignis","genomic DNA","","fungal sp. ARIZ L651","ARIZ:L651","","","","","a surface-sterilized, ungerminated, and asymptomatic seed of the neotropical pioneer tree following seed incubation in forest soil","","","","","","","",""
"FJ612871","Diversity and evolutionary origins of fungi associated with seeds of a neotropical pioneer tree: a case study for analysing fungal environmental samples","Panama: Barro Colorado Island","taxon:595166","Cecropia insignis","genomic DNA","","fungal sp. ARIZ L652","ARIZ:L652","","","","","a surface-sterilized, ungerminated, and asymptomatic seed of the neotropical pioneer tree following seed incubation in forest soil","","","","","","","",""
"FJ613106","Diversity and evolutionary origins of fungi associated with seeds of a neotropical pioneer tree: a case study for analysing fungal environmental samples","Panama: Barro Colorado Island","taxon:594928","Cecropia insignis","genomic DNA","","fungal sp. ARIZ B597","ARIZ:B597","","","","","a surface-sterilized, ungerminated, and asymptomatic seed of the neotropical pioneer tree following seed incubation in forest soil","","","","","","","",""
"FM209439","Morphological and molecular systematic studies on genera Annulohypoxylon and Hypoxylon in Thailand","Thailand","taxon:326669","","genomic DNA","","Hypoxylon monticulosum","","Phosri, C.","","","H076","rotten wood","","","","_no_value","","","",""
"FM209454","Morphological and molecular systematic studies on genera Annulohypoxylon and Hypoxylon in Thailand","Thailand","taxon:326669","","genomic DNA","","Hypoxylon monticulosum","","Phosri, C.","","","H155","rotten wood","","","","_no_value","","","",""
"FM209458","Morphological and molecular systematic studies on genera Annulohypoxylon and Hypoxylon in Thailand","Thailand","taxon:326669","","genomic DNA","","Hypoxylon monticulosum","","Phosri, C.","","","H188","rotten wood","","","","_no_value","","","",""
"FM209462","Morphological and molecular systematic studies on genera Annulohypoxylon and Hypoxylon in Thailand","Thailand","taxon:326669","","genomic DNA","","Hypoxylon monticulosum","","Phosri, C.","","","H206","rotten wood","","","","_no_value","","","",""
"FM209467","Morphological and molecular systematic studies on genera Annulohypoxylon and Hypoxylon in Thailand","Thailand","taxon:326669","","genomic DNA","","Hypoxylon monticulosum","","Phosri, C.","","","H272","rotten wood","","","","_no_value","","","",""
"FN252443","Morphological and molecular systematic studies on genera Annulohypoxylon and Hypoxylon in Thailand","Thailand","taxon:326669","","genomic DNA","","Hypoxylon monticulosum","","Phosri C. and Suwannasai N.","","Phosri C., Suwannasai N., Sihanonth P., Martin M.P., Whalley A.J.S.","H247","rotten wood","","","","","","","",""
"GQ851859","Global atmospheric diversity of fungi: Ascomycota and Basidiomycota in continental and marine air","","taxon:175245","","genomic DNA","","uncultured fungus","","","","","","air filter sample","","","LX042768-122-059-B07","_no_value","","","",""
"GQ851860","Global atmospheric diversity of fungi: Ascomycota and Basidiomycota in continental and marine air","","taxon:175245","","genomic DNA","","uncultured fungus","","","","","","air filter sample","","","L042883-122-063-G01","_no_value","","","",""
"GQ999283","Global atmospheric diversity of fungi: Asco- and Basidiomycota in continental and marine air","","taxon:175245","","genomic DNA","","uncultured fungus","","","","","","air filter sample","","","LX042400-122-057-A01","_no_value","","","",""
"GU056019","Unexplored achievements in insect agriculture: Highly specific fungiculture in plant-ants","French Guiana","taxon:312145","","genomic DNA","","uncultured Xylariales","","","","","1.9_I3","as spore in trap built by Allomerus ants","","","","_no_value","","","",""
"GU066622","Phylogenetic Relationships and Biomolecular Characterization of Endophytic Fungi Isolated from Different Section of Malaysia Fruit Trees","Malaysia","taxon:410823","Citrus latifolia","genomic DNA","","fungal endophyte","","","","","34CL/T","stem","","","","","","","",""
"HQ117857","Comparison of Endophytes Isolated from Rainforest Plants","Ecuador","taxon:874358","Besleria quadrangulata","genomic DNA","endophytic fungus","Xylariaceae sp. E8514q","","Durga Thakral","11-Mar-2010","Durga Thakral","E8514Q","","","","","","0.4891 S 76.3658 W","","",""
"JQ649446","Isolation of potential fungal pathogens in gorgonian corals at the tropical eastern Pacific","","taxon:1240449","Pacifigorgia sp.","genomic DNA","","Ascomycota sp. A54","","","15-Jul-2009","","A54","diseased coral","","","","","","","",""
"JQ747679","Interannual variation and host affiliations of endophytic fungi associated with ferns at La Selva, Costa Rica","Costa Rica: Heredia La Selva Biological Station 35 m.a.s.l.","taxon:1312588","Tectaria athyrioides","genomic DNA","","fungal sp. F193","Robert L. Gilbertson Mycological Herbarium ARIZ","M. Del Olmo-Ruiz","Jul-2007","","","asymptomatic surface-sterilized fern stalk","","F193","","","10.26 N 83.59 W","","",""
"JQ809677","Seasonal and habitat dependent variations in the endophytic fungi of Camellia sinensis","","taxon:1165327","Camellia sinensis","genomic DNA","","Rosellinia sp. U01","","","","","","","","U01","","","","","",""
"JQ905635","Sampling effect in estimating tropical fungal endophyte diversity: Are we undersampling?","","taxon:1197674","Hevea brasiliensis","genomic DNA","","Xylariales sp. MS298","","Romina Gazis","","","","sapwood","","MS298","","","","","",""
"JQ922227","Phylogenetic diversity of culturable sponge-associated fungi collected in highly biodiverse areas in the Republic of Panama","Panama","taxon:326669","marine sponge","genomic DNA","","Hypoxylon monticulosum","C3060B4P301CC721","C. Caballero","02-Feb-2009","","PanC3060B4P301CC721","","","","","","7.2167 N 81.80 W","","",""
"JQ922228","Phylogenetic diversity of culturable sponge-associated fungi collected in highly biodiverse areas in the Republic of Panama","Panama","taxon:326669","marine sponge","genomic DNA","","Hypoxylon monticulosum","M20375MIDSNA1CC728","C. Caballero","10-Oct-2007","","PanM20375MIDSNA1CC728","","","","","","8.5833 N 79.5917 W","","",""
"JQ968613","An endophytic Nodulisporium sp. from Central America producing volatile organic compounds with both biological and fuel potential","","taxon:1210998","Thelypteris angustifolia","genomic DNA","","Nodulisporium sp. Ni25-2A","","","","S. Riyaz-Ul-Hassan, G. A. Strobel","Ni25-2A","Central America","","","","","","","",""
"KC540781","","China: Hainan, Baisha","taxon:1328072","Eulophia flava","genomic DNA","","Paecilomyces sp. orcha1","","","","","orcha1","root","","","","","","","",""
"KC968939","New Hypoxylon species from Martinique and new evidence on the molecular phylogeny of Hypoxylon based on ITS rDNA and beta-tubulin data","","taxon:326669","","genomic DNA","","Hypoxylon monticulosum","","","","","STMA12101","","MUCL:54626","","","","","","",""
"KF435186","Bioactivity of fungal endophytes as a function of endophyte taxonomy and the taxonomy and distribution of their host plants","","taxon:410823","Alchornea costaricensis","genomic DNA","collected under permit, Coiba National Park","fungal endophyte","","Sarah Higginbotham, Liliana Iturrado, Indira Martinez","","","","asymptomatic, surface-sterilized leaf","STRI:ICBG-Panama:TK99","","","","","","",""
"KF435258","Bioactivity of fungal endophytes as a function of endophyte taxonomy and the taxonomy and distribution of their host plants","","taxon:410823","Aspidosperma spruceanum","genomic DNA","collected under permit, Coiba National Park","fungal endophyte","","Sarah Higginbotham, Liliana Iturrado, Indira Martinez","","","","asymptomatic, surface-sterilized leaf","STRI:ICBG-Panama:TK1771","","","","","","",""
"KF435423","Bioactivity of fungal endophytes as a function of endophyte taxonomy and the taxonomy and distribution of their host plants","Panama","taxon:410823","Cordia panamensis","genomic DNA","collected under permit, Barro Colorado Natural Monument","fungal endophyte","","Sarah Higginbotham, Liliana Iturrado, Indira Martinez","","","","asymptomatic, surface-sterilized leaf","STRI:ICBG-Panama:TK1356","","","","","","",""
"KF435756","Bioactivity of fungal endophytes as a function of endophyte taxonomy and the taxonomy and distribution of their host plants","","taxon:410823","Mora oleifera","genomic DNA","collected under permit, Remedios","fungal endophyte","","Sarah Higginbotham, Liliana Iturrado, Indira Martinez","","","","asymptomatic, surface-sterilized leaf","STRI:ICBG-Panama:TK545","","","","","","",""
"KF435798","Bioactivity of fungal endophytes as a function of endophyte taxonomy and the taxonomy and distribution of their host plants","","taxon:410823","Olyra standleyi","genomic DNA","collected under permit, Chagres National Park","fungal endophyte","","Sarah Higginbotham, Liliana Iturrado, Indira Martinez","","","","asymptomatic, surface-sterilized leaf","STRI:ICBG-Panama:TK912","","","","","","",""
"KF436108","Bioactivity of fungal endophytes as a function of endophyte taxonomy and the taxonomy and distribution of their host plants","Panama","taxon:410823","Scleria melaleuca","genomic DNA","collected under permit, Barro Colorado Natural Monument","fungal endophyte","","Sarah Higginbotham, Liliana Iturrado, Indira Martinez","","","","asymptomatic, surface-sterilized leaf","STRI:ICBG-Panama:TK805","","","","","","",""
"KF436202","Bioactivity of fungal endophytes as a function of endophyte taxonomy and the taxonomy and distribution of their host plants","Panama","taxon:410823","tropical woody plant","genomic DNA","collected under permit, Barro Colorado Natural Monument","fungal endophyte","","Sarah Higginbotham, Liliana Iturrado, Indira Martinez","","","","asymptomatic, surface-sterilized leaf","STRI:ICBG-Panama:TK822","","","","","","",""
"KF436215","Bioactivity of fungal endophytes as a function of endophyte taxonomy and the taxonomy and distribution of their host plants","Panama","taxon:410823","tropical woody plant","genomic DNA","collected under permit, Barro Colorado Natural Monument","fungal endophyte","","Sarah Higginbotham, Liliana Iturrado, Indira Martinez","","","","asymptomatic, surface-sterilized leaf","STRI:ICBG-Panama:TK955","","","","","","",""
"KF436239","Bioactivity of fungal endophytes as a function of endophyte taxonomy and the taxonomy and distribution of their host plants","","taxon:410823","tropical woody plant","genomic DNA","collected under permit, Rancheria (P.N. Coiba)","fungal endophyte","","Sarah Higginbotham, Liliana Iturrado, Indira Martinez","","","","asymptomatic, surface-sterilized leaf","STRI:ICBG-Panama:TK1441","","","","","","",""
"KF436357","Bioactivity of fungal endophytes as a function of endophyte taxonomy and the taxonomy and distribution of their host plants","","taxon:410823","tropical woody plant","genomic DNA","collected under permit, forested site in Panama","fungal endophyte","","Sarah Higginbotham, Liliana Iturrado, Indira Martinez","","","","asymptomatic, surface-sterilized leaf","STRI:ICBG-Panama:TK76","","","","","","",""
"KJ476175","","China","taxon:1499726","Cephalotaxus hainanensis","genomic DNA","","Xylariaceae sp. G201","","","30-Jul-2012","","G201","","","","","","","","",""
